address,accountno,pin,sale_date_end,Sales Price,impvac,style,year_built,Imp Size SqFt,Lot Size Acres,streetno,streetalp,streetdir,streetsuf,streetname,addition_n,address_zip
3402 S  70 ST,R1740570208,1740570208,3/30/2022,600000,Vacant,,,,0.4792,3402,,S,ST,70,MH LANDING,681240000
1300 S 72 ST,R0133800003,133800003,5/6/2021,575000,Improved,Bar/Tavern,1966,3109,0.72,1300,,S,ST,72,LANDS,681240000
1205 S 75 ST,R0133770003,133770003,8/27/2010,520000,Improved,Office Building,1976,6100,0.68,1205,,S,ST,75,LANDS,681240000
8258 HASCALL ST,R2507750415,2507750415,10/12/2015,482500,Improved,Medical Offices,1964,5559,0.72,8258,,,ST,HASCALL,WESTGATE ADD,681240000
2712 S 87 AV,R2036720000,2036720000,2/22/2018,475000,Improved,Office Building,1985,4002,0.27,2712,,S,AV,87,RAINBOW REPLAT,681240000
8761 WEST CENTER RD,R2036990000,2036990000,6/25/2010,475000,Improved,Medical Offices,1969,4214,0.38,8761,,,RD,WEST CENTER,RAINBOW REPLAT,681240000
8264  HASCALL ST,R2507750405,2507750405,10/26/2018,435000,Improved,Office Building,1964,6000,0.27,8264,,,ST,HASCALL,WESTGATE ADD,681240000
8264  HASCALL ST,R2507750405,2507750405,10/26/2018,435000,Improved,Office Building,1964,6000,0.27,8264,,,ST,HASCALL,WESTGATE ADD,681240000
2804 S 87 AV,R2036750000,2036750000,6/30/2017,419000,Improved,Office Building,1957,2375,0.27,2804,,S,AV,87,RAINBOW REPLAT,681240000
2818 S 107 AV,R2130520002,2130520002,3/8/2017,350000,Improved,Mixed Retail w/ Res Units,1968,7410,0.27,2818,,S,AV,107,ROCKBROOK HEIGHTS,681240000
,R0136620032,136620032,4/18/2016,350000,Improved,Service Garage,1962,1674,0.29,3503,,S,ST,84,LANDS,681240000
,R2036510000,2036510000,2/9/2016,310000,Improved,Office Building,1958,2951,0.27,3031,,S,ST,87,RAINBOW REPLAT,681240000
8723 OAK ST,R2036800000,2036800000,10/9/2013,300000,Improved,Office Building,1958,1823,0.26,8723,,,ST,OAK,RAINBOW REPLAT,681240000
2822 S 87 ST,R2036610000,2036610000,11/9/2020,295680,Improved,Office Building,1957,1792,0.27,2822,,S,ST,87,RAINBOW REPLAT,681240000
3025 S 87 ST,R2036500000,2036500000,1/2/2013,295000,Improved,Office Building,1958,3353,0.58,3025,,S,ST,87,RAINBOW REPLAT,681240000
2828 S 87 AV,R2036780000,2036780000,5/2/2022,250000,Improved,Office Building,1956,1682,0.28,2828,,S,AV,87,RAINBOW REPLAT,681240000
3017 S 87 ST,R2036490000,2036490000,8/30/2018,240000,Improved,Office Building,1957,1968,0.29,3017,,S,ST,87,RAINBOW REPLAT,681240000
2705 S 87 ST,R2036390000,2036390000,7/21/2017,235224,Vacant,,,,0.4,2705,,S,ST,87,RAINBOW REPLAT,681240000
3032 S 87 ST,R2036840000,2036840000,1/10/2018,234000,Improved,Office Building,1952,1458,0.27,3032,,S,ST,87,RAINBOW REPLAT,681240000
,R2036480000,2036480000,9/30/2016,230630,Improved,Office Building,1956,1738,0.29,3009,,S,ST,87,RAINBOW REPLAT,681240000
2810 S 107 AV,R2130520000,2130520000,3/2/2020,225000,Improved,Car Wash - Self Service,1970,2412,0.41,2810,,S,AV,107,ROCKBROOK HEIGHTS,681240000
3009 S 87 ST,R2036480000,2036480000,10/28/2010,215000,Improved,Office Building,1956,1710,0.29,3009,,S,ST,87,RAINBOW REPLAT,681240000
2820 S 87 AV,R2036770000,2036770000,2/15/2019,200000,Improved,Office Building,1958,1700,0.27,2820,,S,AV,87,RAINBOW REPLAT,681240000
2945 S 86 CR,R1637039036,1637039036,9/21/2021,195000,Vacant,,,,0.56,2945,,S,CR,86,LOVELAND ACRES,681240000
2730 S 87 AV,R2036740000,2036740000,3/1/2010,185000,Improved,Office Building,1979,2088,0.26,2730,,S,AV,87,RAINBOW REPLAT,681240000
8260  HASCALL ST,R2507750409,2507750409,1/8/2020,165000,Improved,Dental Office/ Clinic,1963,914,0.1,8260,,,ST,HASCALL,WESTGATE ADD,681240000
2812 S 87 AV,R2036760000,2036760000,2/24/2012,153500,Improved,Office Building,1958,1180,0.26,2812,,S,AV,87,RAINBOW REPLAT,681240000
2704 S 87 AV,R2036710000,2036710000,6/29/2010,150000,Improved,Barber/Beauty Shop,1951,1452,0.3,2704,,S,AV,87,RAINBOW REPLAT,681240000
2810 S 107 AV,R2130520000,2130520000,10/7/2014,150000,Improved,Car Wash - Self Service,1970,2412,0.41,2810,,S,AV,107,ROCKBROOK HEIGHTS,681240000
2945 S 86 CR,R1637039036,1637039036,10/10/2018,125000,Vacant,,,,0.56,2945,,S,CR,86,LOVELAND ACRES,681240000
9805  Q ST,R0523388323,523388323,3/16/2020,6596999.99,Improved,Office Building,1989,53072,9.22,9805,,,ST,Q,APPLEWOOD REPLAT 1,681270000
6827 S 84 ST,R2537721000,2537721000,11/26/2014,6119221,Improved,Drug Store,1999,14790,1.49,6827,,S,ST,84,WILDEWOOD REP 1*,681270000
10011  F ST,R0125200043,125200043,5/8/2019,4300000,Improved,Office Building,1983,54573,7.5,10011,,,ST,F,LANDS,681270000
10011  F ST,R0125200043,125200043,5/8/2019,4300000,Improved,Office Building,1983,54573,7.5,10011,,,ST,F,LANDS,681270000
7210  L ST,R0124740001,124740001,10/1/2019,3425000,Improved,Service Garage,1961,29448,4.99,7210,,,ST,L,LANDS,681270000
10550  I ST,R1935372012,1935372012,9/29/2017,3250000,Improved,Office Building,1972,34860,6.06,10550,,,ST,I,PAMIDA I STREET*,681270000
10550  I ST,R1935372012,1935372012,9/29/2017,3250000,Improved,Office Building,1972,34860,6.06,10550,,,ST,I,PAMIDA I STREET*,681270000
10728  L ST,R1232685000,1232685000,4/9/2021,3000000,Improved,Hotels - Limited Service,1986,56448,2.57,10728,,,ST,L,HAMPTON COMMERCIAL PLAZA,681270000
4040 S 84 ST,R1027760002,1027760002,1/15/2010,3000000,Improved,Complete Auto Dealership,1986,19062,3.9641,4040,,S,ST,84,F STREET PLAZA,681270000
4443 S 84 ST,R0828375100,828375100,5/25/2012,3000000,Improved,Convenience Store,2012,5040,1.4,4443,,S,ST,84,CORNHUSKER INDUSTRIAL PARK REP 8,681270000
10760  O ST,R1800109002,1800109002,1/7/2022,2750000,Improved,Storage Warehouse,1971,55440,3.49,10760,,,ST,O,MOCKINGBIRD HILLS WEST REP 4,681270000
10760  O ST,R1800109002,1800109002,1/7/2022,2750000,Improved,Storage Warehouse,1971,55440,3.49,10760,,,ST,O,MOCKINGBIRD HILLS WEST REP 4,681270000
10760  O ST,R1800109002,1800109002,1/7/2022,2750000,Improved,Storage Warehouse,1971,55440,3.49,10760,,,ST,O,MOCKINGBIRD HILLS WEST REP 4,681270000
10760  O ST,R1800109002,1800109002,1/7/2022,2750000,Improved,Storage Warehouse,1971,55440,3.49,10760,,,ST,O,MOCKINGBIRD HILLS WEST REP 4,681270000
7808  L ST,R0124860006,124860006,9/30/2021,2700000,Improved,Discount Store,1974,44437,1.7488,7808,,,ST,L,LANDS,681270000
10731  J ST,R1232685009,1232685009,2/28/2022,2600000,Improved,Hotels - Limited Service,1996,47667,1.65,10731,,,ST,J,HAMPTON COMMERCIAL PLAZA,681270000
10731  J ST,R1232685009,1232685009,2/28/2022,2600000,Improved,Hotels - Limited Service,1996,47667,1.65,10731,,,ST,J,HAMPTON COMMERCIAL PLAZA,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10703  J ST,R0643950020,643950020,5/13/2022,2555000,Improved,Office Building,1971,30240,3.108,10703,,,ST,J,BLUE MOON ADD*,681270000
10728 L ST,R1232685000,1232685000,11/18/2013,2500000,Improved,Hotels - Limited Service,1986,56448,2.57,10728,,,ST,L,HAMPTON COMMERCIAL PLAZA,681270000
10760  M ST,R1800107063,1800107063,2/26/2020,2225000,Improved,Hotels - Limited Service,1978,37204,2.3,10760,,,ST,M,MOCKINGBIRD HILLS WEST,681270000
8526 F ST,R1027780002,1027780002,9/30/2015,2150000,Improved,Office Building,1998,22702,2.15,8526,,,ST,F,F STREET PLAZA,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9505  Q ST,R0545325005,545325005,7/10/2017,2093000,Improved,Neighborhood Shopping Center,1985,23232,1.7,9505,,,ST,Q,BEGGS & WYANT,681270000
9711  M ST,R1800108391,1800108391,4/30/2021,1800000,Improved,Office Building,1988,18519,1.12,9711,,,ST,M,MOCKINGBIRD HILLS WEST,681270000
9711  M ST,R1800108391,1800108391,4/30/2021,1800000,Improved,Office Building,1988,18519,1.12,9711,,,ST,M,MOCKINGBIRD HILLS WEST,681270000
9711  M ST,R1800108391,1800108391,4/30/2021,1800000,Improved,Office Building,1988,18519,1.12,9711,,,ST,M,MOCKINGBIRD HILLS WEST,681270000
9711  M ST,R1800108391,1800108391,4/30/2021,1800000,Improved,Office Building,1988,18519,1.12,9711,,,ST,M,MOCKINGBIRD HILLS WEST,681270000
7502 L ST,R0124740005,124740005,5/29/2015,1600000,Improved,Service Garage,1963,32151,4.03,7502,,,ST,L,LANDS,681270000
,R1800107062,1800107062,11/23/2016,1550000,Improved,Motel,1974,28376,1.71,10708,,,ST,M,MOCKINGBIRD HILLS WEST,681270000
5712 S 85 CR,R1936311519,1936311519,7/20/2022,1350000,Improved,Office Building,1983,11725,1.23,5712,,S,CR,85,PARK EIGHTY-FOUR ADD,681270000
,R2153010106,2153010106,10/7/2016,1300000,Improved,Office Building,1998,12260,1.2485,4815,,S,AV,107,SAVANNAH REP 1,681270000
,R2153010106,2153010106,10/7/2016,1300000,Improved,Office Building,1998,12260,1.2485,4815,,S,AV,107,SAVANNAH REP 1,681270000
,R2153010106,2153010106,10/7/2016,1300000,Improved,Office Building,1998,12260,1.2485,4815,,S,AV,107,SAVANNAH REP 1,681270000
,R2153010106,2153010106,10/7/2016,1300000,Improved,Office Building,1998,12260,1.2485,4815,,S,AV,107,SAVANNAH REP 1,681270000
4205 S 96 ST,R1840390350,1840390350,8/31/2022,1250000,Improved,Office Building,1972,24742,3.72,4205,,S,ST,96,96TH & F SUBDIVISION,681270000
5636 S 86 CR,R1936310723,1936310723,3/21/2011,1199110,Improved,Mini Warehouse,1974,54000,2.93,5636,,S,CR,86,PARK DRIVE INDUSTRIAL PARK,681270000
,R1800107015,1800107015,8/30/2016,1175000,Improved,Convenience Store,1991,3094,0.82,10780,,,ST,Q,MOCKINGBIRD HILLS WEST,681270000
8914  L ST,R2344730000,2344730000,4/15/2020,1165000,Improved,Automotive Center,1965,13449,1.0953,8914,,,ST,L,V13 SUBDIVISION,681270000
8914  L ST,R2344730000,2344730000,4/15/2020,1165000,Improved,Automotive Center,1965,13449,1.0953,8914,,,ST,L,V13 SUBDIVISION,681270000
8914  L ST,R2344730000,2344730000,4/15/2020,1165000,Improved,Automotive Center,1965,13449,1.0953,8914,,,ST,L,V13 SUBDIVISION,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
4801 S 72 ST,R1600050052,1600050052,4/24/2014,1150000,Improved,Neighborhood Shopping Center,2001,14400,1.2,4801,,S,ST,72,KUSH PLAZA REP 1*,681270000
10708 M ST,R1800107062,1800107062,6/8/2011,1000000,Improved,Motel,1974,28376,1.71,10708,,,ST,M,MOCKINGBIRD HILLS WEST,681270000
4860 S 96 ST,R1800108376,1800108376,12/13/2021,925000,Improved,Bank,1971,5091,1.36,4860,,S,ST,96,MOCKINGBIRD HILLS WEST,681270000
,R1936311518,1936311518,6/1/2016,880000,Improved,Neighborhood Shopping Center,1971,14766,0.96,8517,,,DR,PARK,PARK EIGHTY-FOUR ADD,681270000
4104 S 84 ST,R0828372297,828372297,4/26/2010,853000,Improved,Mini Lube Garage,2008,1594,0.3218,4104,,S,ST,84,CORNHUSKER INDUSTRIAL PK 2 REP 5,681270000
,R0735611000,735611000,6/10/2016,850000,Improved,Service Garage,1971,8700,1.79,7728,,,ST,F,BUSCO ADDITION*,681270000
4505 S 84 ST,R0828371151,828371151,6/10/2021,815000,Improved,Service Garage,1967,7558,0.53,4505,,S,ST,84,CORNHUSKER INDUSTRIAL PARK,681270000
4505 S 84 ST,R0828371151,828371151,6/10/2021,815000,Improved,Service Garage,1967,7558,0.53,4505,,S,ST,84,CORNHUSKER INDUSTRIAL PARK,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
9720  PARK DR,R0523388316,523388316,4/3/2018,775000,Improved,Office Building,1994,9984,1.22,9720,,,DR,PARK,APPLEWOOD REPLAT 1,681270000
,R1800107011,1800107011,12/16/2016,770000,Improved,Industrial Flex Mall Building,1971,18030,1.18,5058,,S,ST,107,MOCKINGBIRD HILLS WEST,681270000
,R1800107010,1800107010,12/16/2016,690000,Improved,Industrial Flex Mall Building,1971,13860,1.1,10701,,,DR,MOCKINGBIRD,MOCKINGBIRD HILLS WEST,681270000
,R0828371151,828371151,10/17/2016,685000,Improved,Service Garage,1967,7558,0.53,4505,,S,ST,84,CORNHUSKER INDUSTRIAL PARK,681270000
,R0828371151,828371151,10/17/2016,685000,Improved,Service Garage,1967,7558,0.53,4505,,S,ST,84,CORNHUSKER INDUSTRIAL PARK,681270000
4835 S 97 ST,R1800108382,1800108382,6/21/2021,660000,Improved,Service Garage,1977,6160,0.86,4835,,S,ST,97,MOCKINGBIRD HILLS WEST,681270000
9777 M ST,R1800108392,1800108392,6/1/2010,640000,Improved,Office Building,1982,15419,1.22,9777,,,ST,M,MOCKINGBIRD HILLS WEST,681270000
7811 L ST,R1610800002,1610800002,7/7/2015,638000,Improved,Office Building,1978,9491,0.41,7811,,,ST,L,LAKOMA HEIGHTS,681270000
4334 S 84 ST,R0828372169,828372169,3/3/2015,600000,Improved,Convenience Store,1969,5440,0.7779,4334,,S,ST,84,CORNHUSKER INDUSTRIAL PK #2,681270000
4425 S 84 ST,R0828371196,828371196,7/13/2017,590000,Improved,Retail Store,1974,4625,0.42,4425,,S,ST,84,CORNHUSKER INDUSTRIAL PARK,681270000
4425 S 84 ST,R0828371196,828371196,7/13/2017,590000,Improved,Retail Store,1974,4625,0.42,4425,,S,ST,84,CORNHUSKER INDUSTRIAL PARK,681270000
4425 S 84 ST,R0828371196,828371196,10/2/2020,585000,Improved,Retail Store,1974,4625,0.42,4425,,S,ST,84,CORNHUSKER INDUSTRIAL PARK,681270000
4425 S 84 ST,R0828371196,828371196,10/2/2020,585000,Improved,Retail Store,1974,4625,0.42,4425,,S,ST,84,CORNHUSKER INDUSTRIAL PARK,681270000
,R1902395007,1902395007,4/11/2016,585000,Improved,Day Care Center,1989,5510,0.9,10790,,,ST,V,OAK HEIGHTS PLACE,681270000
5229 S 96 ST,R0537791950,537791950,7/15/2013,575000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5229 S 96 ST,R0537791950,537791950,7/15/2013,575000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5229 S 96 ST,R0537791950,537791950,7/15/2013,575000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5229 S 96 ST,R0537791950,537791950,7/15/2013,575000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5229 S 96 ST,R0537791950,537791950,7/15/2013,575000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
4905 S 107 AV,R2153010100,2153010100,5/3/2021,560000,Improved,Office Building,1998,2960,0.54,4905,,S,AV,107,SAVANNAH REP 1,681270000
5370 S 84 ST,R2026841727,2026841727,8/15/2017,557500,Improved,Bank,2002,3696,0.84,5370,,S,ST,84,PRAIRIE LIFE CENTER 2*,681270000
4225 S 80 ST,R0934615082,934615082,2/28/2018,550000,Improved,Service Garage,1977,6300,0.93,4225,,S,ST,80,DONLEE INDUSTRIAL PARK,681270000
4304 S 84 ST,R0828372166,828372166,8/12/2020,550000,Improved,Retail Store,1969,5250,0.35,4304,,S,ST,84,CORNHUSKER INDUSTRIAL PK #2,681270000
,R1800108388,1800108388,10/31/2016,550000,Improved,Office Building,1982,7623,0.43,9722,,,DR,MOCKINGBIRD,MOCKINGBIRD HILLS WEST,681270000
,R1611790001,1611790001,4/1/2016,530000,Improved,Office Building,1985,4600,0.41,8045,,,ST,L,LAKOMA HEIGHTS,681270000
5634 S 85 CR,R1936311515,1936311515,11/22/2013,527500,Improved,Office Building,1973,6000,0.88,5634,,S,CR,85,PARK EIGHTY-FOUR ADD,681270000
5634 S 85 CR,R1936311515,1936311515,1/29/2014,527500,Improved,Office Building,1973,6000,0.88,5634,,S,CR,85,PARK EIGHTY-FOUR ADD,681270000
7840  F ST,R0136630015,136630015,7/8/2021,524800,Improved,Service Garage,1965,6240,1.14,7840,,,ST,F,LANDS,681270000
5229 S 96 ST,R0537791950,537791950,3/25/2021,500000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5229 S 96 ST,R0537791950,537791950,3/25/2021,500000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5229 S 96 ST,R0537791950,537791950,3/25/2021,500000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5229 S 96 ST,R0537791950,537791950,3/25/2021,500000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5229 S 96 ST,R0537791950,537791950,3/25/2021,500000,Improved,Car Wash - Self Service,1983,5830,1.03,5229,,S,ST,96,BAYPORT,681270000
5624 S 96 ST,R0523381636,523381636,10/29/2021,500000,Improved,Day Care Center,1977,4578,0.79,5624,,S,ST,96,APPLEWOOD ADD,681270000
8045  L ST,R1611790001,1611790001,6/23/2020,500000,Improved,Office Building,1985,4600,0.41,8045,,,ST,L,LAKOMA HEIGHTS,681270000
,R2241150421,2241150421,8/26/2016,500000,Improved,Service Garage,1971,6954,0.7857,4606,,S,ST,84,SOUTHWEST INDUSTRIAL PARK,681270000
,R1800108385,1800108385,6/21/2016,495000,Improved,Office Building,1979,3996,0.6,4848,,S,ST,97,MOCKINGBIRD HILLS WEST,681270000
9775 Q ST,R0523388321,523388321,6/11/2015,480000,Improved,Bank,1994,2692,0.37,9775,,,ST,Q,APPLEWOOD REPLAT 1,681270000
9775  Q ST,R0523388321,523388321,7/20/2018,475000,Improved,Bank,1994,2692,0.37,9775,,,ST,Q,APPLEWOOD REPLAT 1,681270000
8910 WASHINGTON CR,R1439420302,1439420302,10/1/2014,462500,Improved,Service Garage,2004,6900,1.41,8910,,,CR,WASHINGTON,KERR ADD,681270000
7811  L ST,R1610800002,1610800002,5/2/2022,450000,Improved,Office Building,1978,9491,0.41,7811,,,ST,L,LAKOMA HEIGHTS,681270000
